region,store_id,category,product,week,units_sold,revenue,revenue_last_year
South,138,Electronics,Earbuds,37,84,2641.8,2993.35
West,102,Electronics,Webcam,50,165,6692.4,8304.09
West,135,Electronics,Webcam,18,92,5996.56,8147.27
East,100,Apparel,Jacket,36,121,1994.08,2525.38
South,140,Home,Cushion,15,102,9385.02,7160.19
Central,108,Apparel,T-Shirt,8,15,1012.2,853.75
East,138,Apparel,Jacket,24,188,4167.96,3435.23
South,133,Electronics,Webcam,2,89,8408.72,7313.99
South,140,Home,Towel,23,99,5733.09,5312.75
North,100,Apparel,T-Shirt,5,165,18161.55,21284.4
North,114,Home,Cushion,37,96,5005.44,6724.26
South,101,Electronics,Speaker,17,5,175.85,176.49
East,113,Apparel,Socks,21,194,10466.3,9368.15
South,136,Home,Towel,51,40,2396.0,3243.52
South,119,Home,Lamp,19,22,948.86,986.71
South,120,Apparel,Socks,44,156,11500.32,11697.36
North,113,Electronics,Charger,48,92,948.52,1177.83
South,127,Home,Towel,9,76,6368.04,8046.11
North,108,Apparel,Jacket,20,38,2386.4,2257.95
West,125,Apparel,Jacket,6,106,4669.3,6270.65
West,121,Electronics,Webcam,3,149,4765.02,5977.61
North,102,Electronics,Webcam,9,129,9475.05,10445.25
North,101,Electronics,Webcam,4,81,1006.02,781.92
South,133,Home,Towel,28,0,0.0,0.0
Central,132,Apparel,Jacket,8,135,6164.1,6456.2
East,113,Apparel,Jeans,15,187,2490.84,2970.35
East,117,Apparel,T-Shirt,5,11,303.49,222.61
East,117,Electronics,Earbuds,1,83,6983.62,8081.31
East,135,Electronics,Earbuds,22,176,9185.44,12816.81
East,125,Electronics,Webcam,28,81,5435.1,5261.63
West,124,Apparel,Jacket,27,36,3898.08,4461.3
Central,132,Apparel,Socks,17,177,13319.25,12838.13
South,107,Apparel,Socks,6,158,15035.28,20086.6
West,135,Apparel,T-Shirt,21,175,13881.0,15050.67
West,136,Home,Cushion,1,121,10988.01,14256.18
East,137,Electronics,Earbuds,35,97,3100.12,3536.18
West,122,Electronics,Webcam,46,16,804.16,859.15
East,104,Electronics,Charger,41,139,11313.21,15236.22
East,130,Home,Lamp,47,89,5787.67,5982.33
South,104,Apparel,Socks,49,135,6327.45,5336.5
East,115,Apparel,Jacket,44,44,991.32,1153.17
North,120,Apparel,Jacket,25,92,9263.48,11787.22
West,109,Apparel,Jeans,45,64,3080.96,2943.37
Central,133,Electronics,Speaker,20,115,9333.4,8330.15
West,107,Home,Lamp,29,162,9721.62,12237.55
South,100,Electronics,Earbuds,44,33,1557.6,1658.04
Central,123,Apparel,Socks,34,87,8454.66,7414.79
South,100,Electronics,Earbuds,37,66,768.24,633.72
Central,117,Electronics,Webcam,21,65,2132.65,2738.11
Central,140,Apparel,Jeans,32,22,620.18,617.82
Central,123,Home,Lamp,3,183,10227.87,9788.3
East,126,Electronics,Webcam,28,165,12351.9,10866.63
West,137,Apparel,Socks,9,158,4272.32,5895.65
Central,123,Electronics,Webcam,5,170,4821.2,6277.81
West,124,Apparel,Jeans,26,134,7060.46,9567.08
North,106,Electronics,Speaker,38,144,8379.36,8576.48
West,130,Home,Mug,12,16,889.28,928.31
North,114,Electronics,Earbuds,48,51,2610.69,1901.66
East,135,Electronics,Speaker,22,196,9713.76,9926.74
South,104,Apparel,Jeans,37,3,50.1,38.16
Central,129,Apparel,Socks,4,174,4868.52,4551.64
Central,126,Apparel,T-Shirt,38,35,4192.3,5331.74
South,120,Electronics,Speaker,22,48,3100.8,2183.64
East,133,Electronics,Earbuds,17,22,902.0,792.42
Central,125,Home,Lamp,33,107,8915.24,8155.6
West,127,Apparel,Socks,35,65,2604.55,2063.39
Central,123,Apparel,Socks,30,168,10286.64,11404.21
East,112,Home,Cushion,30,180,12411.0,9132.17
North,134,Home,Cushion,5,104,11898.64,15187.08
East,114,Apparel,T-Shirt,51,112,4315.36,5167.17
Central,129,Electronics,Charger,26,186,10445.76,13732.45
South,127,Apparel,T-Shirt,41,31,329.53,429.65
Central,131,Apparel,Jeans,12,3,333.24,364.15
West,114,Apparel,Jacket,44,184,15202.08,13779.54
Central,110,Apparel,Socks,10,199,21999.45,18585.91
West,106,Apparel,Jeans,13,200,3106.0,2283.59
East,128,Apparel,Socks,44,108,2463.48,1822.15
South,102,Electronics,Webcam,11,114,4419.78,3813.68
East,135,Electronics,Charger,47,39,1583.4,1394.39
South,109,Electronics,Earbuds,52,170,20010.7,19491.44
East,124,Apparel,T-Shirt,10,164,6309.08,7308.31
North,112,Electronics,Webcam,30,38,3372.5,3375.54
West,107,Electronics,Speaker,3,90,1713.6,2307.06
Central,133,Electronics,Speaker,5,74,4539.16,3233.88
North,112,Home,Towel,32,71,7409.56,8287.18
North,112,Electronics,Earbuds,9,120,4342.8,5754.84
Central,119,Apparel,Socks,3,148,10931.28,15053.99
South,109,Home,Cushion,43,76,817.76,763.13
West,115,Home,Towel,22,190,8905.3,6917.23
North,135,Home,Lamp,30,24,2181.6,1699.61
Central,125,Apparel,Jacket,30,9,79.92,84.66
West,108,Apparel,Jeans,27,147,14888.16,11216.19
South,123,Electronics,Webcam,11,169,19144.32,17845.22
West,119,Electronics,Speaker,10,66,1043.46,1372.51
South,131,Apparel,Jeans,18,137,9209.14,8536.78
South,136,Apparel,Socks,35,10,632.8,605.48
East,125,Apparel,Socks,36,52,6168.24,8240.04
Central,132,Electronics,Webcam,16,24,161.76,220.05
Central,113,Home,Towel,45,190,5960.3,7301.54
East,101,Apparel,Jacket,28,100,7679.0,5964.5
North,105,Electronics,Charger,43,148,4444.44,3868.85
North,115,Electronics,Earbuds,5,153,6699.87,5149.87
Central,111,Apparel,Socks,20,87,1275.42,1570.56
South,100,Electronics,Charger,21,105,10023.3,7242.51
South,132,Apparel,Socks,44,42,940.38,884.92
South,112,Apparel,Jacket,15,175,7537.25,10425.41
West,102,Apparel,T-Shirt,32,134,12677.74,16933.24
North,112,Electronics,Charger,41,12,1227.12,1534.68
East,137,Apparel,Jeans,11,126,10377.36,12679.99
East,119,Apparel,Jacket,4,190,11135.9,13941.56
Central,110,Electronics,Speaker,28,98,9789.22,12227.73
East,137,Electronics,Earbuds,35,167,19001.26,14841.63
South,115,Home,Lamp,13,150,8649.0,7487.0
Central,103,Home,Towel,26,169,16078.66,20187.6
East,124,Electronics,Speaker,26,22,687.72,804.88
Central,127,Home,Cushion,51,78,430.56,448.79
North,130,Apparel,T-Shirt,27,105,7827.75,7986.17
Central,113,Home,Cushion,6,90,4527.0,4645.41
East,121,Apparel,T-Shirt,6,69,1831.26,2422.19
Central,115,Home,Mug,8,55,4594.7,3349.84
West,117,Apparel,Jacket,22,38,1773.46,1519.75
West,119,Electronics,Charger,32,81,9308.52,9817.95
South,110,Electronics,Charger,26,134,809.36,1050.1
South,129,Apparel,Jeans,37,168,5685.12,5381.61
Central,132,Apparel,Jeans,43,96,1970.88,2418.92
West,104,Home,Lamp,33,159,6849.72,6071.87
East,119,Home,Lamp,43,181,14058.27,13539.58
North,131,Electronics,Earbuds,32,93,7861.29,5601.92
North,135,Electronics,Speaker,25,114,4648.92,4922.0
Central,129,Apparel,Jacket,3,83,5019.84,3538.73
South,112,Home,Lamp,38,147,9322.74,13036.86
Central,117,Apparel,Jacket,41,195,6396.0,7937.52
West,135,Apparel,T-Shirt,27,166,2440.2,3330.91
West,131,Electronics,Speaker,46,92,7769.4,6947.68
Central,131,Apparel,Jacket,4,136,6110.48,4875.67
North,110,Electronics,Earbuds,20,189,12258.54,14428.12
Central,119,Apparel,T-Shirt,25,198,23007.6,31600.66
East,119,Apparel,Jacket,31,50,3819.0,5154.25
North,116,Home,Mug,24,100,4176.0,5242.09
East,107,Home,Towel,14,159,9028.02,11609.81
South,120,Electronics,Speaker,3,38,1408.66,1514.27
Central,126,Electronics,Speaker,49,19,696.73,664.62
Central,118,Home,Mug,41,31,1080.97,1340.35
Central,136,Apparel,T-Shirt,20,90,6682.5,6360.82
North,135,Apparel,Socks,7,192,14269.44,18262.32
North,119,Electronics,Webcam,11,165,4172.85,5032.64
North,125,Electronics,Webcam,26,190,19286.9,18900.86
East,122,Home,Towel,12,182,19153.68,20537.62
West,118,Electronics,Earbuds,9,54,2373.3,1770.87
North,132,Home,Mug,1,146,11942.8,13190.54
South,136,Home,Mug,47,70,6671.0,7842.95
South,114,Apparel,Jacket,43,193,6262.85,4931.74
North,124,Home,Lamp,19,33,2622.18,3442.55
Central,117,Home,Mug,46,17,1593.41,1790.03
East,138,Electronics,Earbuds,14,57,2311.92,2200.53
North,123,Electronics,Charger,2,179,11543.71,9065.12
South,100,Home,Cushion,30,161,14950.46,15141.98
North,128,Electronics,Earbuds,38,142,10437.0,7541.63
West,107,Electronics,Earbuds,31,57,2213.31,2999.9
Central,136,Home,Cushion,15,55,3795.55,4836.79
Central,134,Home,Lamp,46,7,214.48,176.12
East,127,Electronics,Earbuds,24,16,1836.32,1637.29
Central,107,Apparel,Jeans,26,99,6325.11,7034.33
North,123,Apparel,Socks,35,84,6774.6,5936.1
West,136,Electronics,Speaker,9,110,6293.1,7412.44
Central,129,Electronics,Webcam,13,87,6594.6,5132.69
East,112,Apparel,Jacket,5,188,20341.6,14474.49
South,116,Apparel,Socks,13,143,13140.27,16906.19
North,139,Home,Lamp,47,4,48.84,41.22
Central,116,Apparel,T-Shirt,36,90,6945.3,7610.41
East,119,Home,Cushion,7,11,990.33,1172.48
North,129,Home,Mug,50,26,1155.44,1502.87
West,131,Home,Cushion,6,86,8290.4,8567.05
North,133,Apparel,Jacket,37,64,4058.24,3435.31
North,112,Home,Lamp,46,71,8073.41,11192.86
West,110,Home,Mug,52,111,2263.29,1604.7
Central,134,Apparel,Socks,25,7,42.35,54.26
West,102,Apparel,Jeans,14,146,9698.78,7271.04
East,139,Home,Cushion,36,118,7164.96,8222.7
North,115,Apparel,Socks,14,90,4410.0,3408.1
South,112,Electronics,Charger,29,116,8211.64,11039.17
West,104,Electronics,Speaker,37,185,16226.35,21146.01
West,115,Apparel,Jacket,46,166,9794.0,12893.18
South,107,Electronics,Charger,32,153,7480.17,8900.02
North,125,Apparel,Socks,37,190,18950.6,21674.34
North,115,Electronics,Webcam,7,51,4962.81,3606.21
West,115,Apparel,T-Shirt,15,198,16289.46,22011.1
Central,126,Electronics,Speaker,17,10,226.4,161.37
North,111,Apparel,Jeans,10,135,3202.2,3389.49
Central,124,Apparel,Jeans,1,18,1852.38,2017.48
Central,135,Apparel,Jeans,40,156,11445.72,14417.65
North,134,Apparel,Jeans,40,74,4259.44,4981.38
South,101,Electronics,Earbuds,12,129,12684.57,12945.75
South,127,Apparel,Jeans,8,156,18297.24,19802.76
North,105,Home,Cushion,47,61,6265.92,8107.01
North,123,Apparel,Jeans,18,77,3123.12,2832.68
Central,136,Home,Towel,22,196,5307.68,4008.35
North,138,Apparel,T-Shirt,14,133,6559.56,9108.68
Central,113,Electronics,Charger,49,187,17106.76,12930.43
North,101,Apparel,T-Shirt,43,174,3572.22,4779.0
South,139,Apparel,T-Shirt,19,113,3884.94,3084.25
East,101,Home,Lamp,21,97,1541.33,1556.77
West,139,Electronics,Speaker,49,192,17579.52,15679.83
North,126,Apparel,Socks,35,5,220.9,238.74
East,100,Home,Cushion,50,197,18541.64,24528.23
Central,110,Apparel,Jeans,7,9,899.37,827.03
East,123,Electronics,Speaker,5,137,2604.37,2658.08
Central,103,Apparel,Socks,42,169,11309.48,15342.0
Central,140,Home,Mug,6,165,4854.3,4374.56
East,127,Apparel,T-Shirt,46,30,3564.6,2935.07
Central,110,Home,Towel,45,190,7163.0,6974.2
East,101,Home,Cushion,6,176,18413.12,21152.92
Central,109,Electronics,Charger,42,17,1253.75,1487.5
North,104,Home,Lamp,47,17,1132.2,850.75
South,135,Apparel,Jeans,8,184,11365.68,15669.64
East,128,Electronics,Webcam,12,25,858.0,837.71
South,128,Electronics,Webcam,47,24,2497.2,2553.24
South,101,Home,Cushion,25,200,6204.0,8055.95
East,117,Home,Cushion,40,2,204.5,153.55
South,137,Apparel,Jeans,20,169,5957.25,4360.46
North,103,Home,Towel,25,65,5200.65,5714.12
North,104,Apparel,Socks,19,3,107.58,145.4
East,134,Home,Cushion,47,45,940.95,1177.68
East,123,Home,Lamp,11,133,10808.91,14167.09
East,124,Apparel,Jacket,49,7,215.32,179.95
West,123,Apparel,Socks,16,164,17659.52,15611.81
North,106,Apparel,T-Shirt,43,96,9714.24,8396.69
West,128,Apparel,T-Shirt,32,29,511.56,556.94
North,125,Home,Towel,8,124,7457.36,6127.5
West,128,Apparel,Socks,4,30,808.2,716.28
West,115,Home,Towel,22,142,1645.78,1738.8
South,136,Home,Towel,40,96,1695.36,2306.68
North,115,Electronics,Earbuds,34,43,2739.53,2524.18
North,130,Apparel,Jeans,17,119,13241.13,13541.1
South,104,Electronics,Webcam,52,115,8919.4,6855.02
East,104,Home,Lamp,8,180,21272.4,22061.74
Central,100,Apparel,Jacket,41,167,16421.11,21870.73
West,102,Electronics,Speaker,35,165,5266.8,5526.44
South,123,Electronics,Charger,10,99,9644.58,13135.0
North,123,Electronics,Webcam,43,166,4299.4,3692.42
West,105,Electronics,Charger,29,55,5651.8,5084.47
South,119,Apparel,Jacket,48,80,5766.4,7828.52
North,110,Home,Mug,1,92,10494.44,9058.49
East,132,Home,Towel,48,125,10293.75,8735.17
South,130,Apparel,Socks,13,79,9476.05,9661.83
East,102,Apparel,Socks,27,45,2000.7,2336.95
Central,123,Apparel,T-Shirt,50,41,1329.22,1709.2
Central,116,Apparel,Jacket,39,116,6917.08,7494.68
South,116,Home,Mug,16,143,2696.98,3700.73
South,133,Apparel,Jacket,9,148,6207.12,7617.98
South,127,Apparel,Jacket,11,20,1446.8,1470.95
East,136,Home,Mug,43,57,5924.01,8115.02
West,106,Home,Lamp,4,111,12232.2,9453.93
East,104,Apparel,T-Shirt,19,192,22308.48,29208.85
North,133,Home,Mug,25,76,7433.56,8603.52
Central,107,Electronics,Earbuds,29,62,3871.9,4147.93
East,133,Electronics,Speaker,36,49,2701.86,3011.31
Central,124,Home,Lamp,12,177,20356.77,23419.1
East,133,Home,Mug,17,173,17220.42,20504.84
Central,130,Apparel,T-Shirt,14,172,7349.56,9878.43
West,121,Home,Towel,44,194,16790.7,19364.08
West,120,Apparel,Jacket,51,59,6931.91,5283.95
Central,126,Apparel,Socks,26,34,3689.34,3182.97
East,124,Electronics,Webcam,43,126,11741.94,9267.85
South,117,Apparel,Socks,8,9,572.76,755.58
West,104,Electronics,Charger,31,149,8525.78,7949.65
East,122,Electronics,Earbuds,46,194,10724.32,8823.9
North,110,Home,Towel,26,94,1736.18,1980.2
Central,113,Home,Lamp,41,63,5421.78,7462.68
East,119,Apparel,Socks,42,65,1546.35,1152.51
Central,102,Home,Towel,13,3,220.44,217.92
East,101,Electronics,Earbuds,5,1,101.27,76.97
North,111,Apparel,Socks,15,44,1561.56,1870.39
North,101,Apparel,Socks,8,21,2362.08,3257.24
West,121,Apparel,Jacket,5,133,6002.29,5427.5
West,116,Electronics,Webcam,22,14,1562.82,1382.77
North,104,Home,Lamp,40,13,1106.43,978.16
East,121,Electronics,Webcam,33,125,2652.5,2980.41
North,109,Electronics,Earbuds,45,108,5324.4,6399.44
East,104,Apparel,Socks,52,120,1899.6,2109.22
West,129,Apparel,Socks,51,59,4518.22,5771.57
Central,127,Home,Towel,9,3,81.48,90.26
West,115,Apparel,Jeans,49,66,4134.9,4404.88
North,101,Home,Cushion,15,185,1424.5,1508.48
West,139,Apparel,Socks,13,47,1340.91,1230.68
East,108,Electronics,Speaker,11,15,465.45,577.12
East,125,Electronics,Webcam,21,133,11696.02,8642.89
East,105,Electronics,Charger,19,12,508.56,440.13
South,129,Apparel,Jacket,2,50,2093.5,2615.85
Central,123,Electronics,Webcam,44,183,10941.57,10039.31
North,104,Apparel,Jeans,40,99,5473.71,4087.2
Central,114,Electronics,Speaker,29,81,8343.81,11319.56
East,134,Home,Mug,29,199,22222.33,30083.32
North,106,Electronics,Charger,50,116,1751.6,2357.17
North,135,Apparel,Jacket,9,16,937.12,1062.27
North,121,Home,Lamp,28,133,1976.38,1928.36
North,102,Apparel,Jeans,19,196,16089.64,17232.31
North,120,Electronics,Webcam,11,136,10121.12,9963.67
South,124,Apparel,Socks,49,109,9418.69,8982.61
West,135,Apparel,Socks,8,23,801.55,976.66
West,130,Electronics,Webcam,15,47,3500.09,3157.41
West,112,Home,Towel,47,33,3007.29,4032.35
North,132,Home,Towel,22,63,515.34,545.73
South,139,Electronics,Webcam,21,80,1989.6,2429.94
South,126,Home,Cushion,4,0,0.0,0.0
East,138,Apparel,T-Shirt,3,9,1030.32,957.11
East,123,Home,Cushion,20,95,7224.75,7051.99
North,114,Home,Lamp,1,173,9034.06,10344.61
South,103,Electronics,Charger,47,43,3947.83,5010.23
Central,120,Home,Lamp,25,111,11274.27,8946.3
East,103,Electronics,Earbuds,23,44,4510.44,5932.08
Central,103,Apparel,Jacket,51,140,16465.4,22431.08
West,113,Home,Towel,47,87,4045.5,3013.14
East,101,Apparel,Jeans,51,6,186.72,139.94
West,103,Apparel,Jeans,13,118,9275.98,8513.48
West,119,Home,Towel,41,161,17228.61,19015.3
East,119,Home,Cushion,48,90,6383.7,4941.74
Central,104,Electronics,Charger,31,114,6029.46,7936.72
South,113,Electronics,Speaker,14,92,6202.64,8369.37
North,136,Electronics,Speaker,3,118,8608.1,8630.94
South,127,Electronics,Webcam,6,47,3065.34,3906.13
East,106,Electronics,Webcam,15,190,14143.6,10472.59
West,110,Home,Cushion,25,163,14120.69,19074.76
East,119,Apparel,Socks,22,131,11685.2,9707.72
Central,100,Electronics,Earbuds,43,36,2684.16,2589.13
South,111,Electronics,Earbuds,2,166,11356.06,13986.89
East,103,Electronics,Charger,4,53,3342.18,4448.28
South,132,Electronics,Webcam,30,39,2706.6,2166.84
West,101,Electronics,Speaker,28,34,2524.16,2224.79
South,126,Home,Lamp,14,131,10123.68,7470.38
East,110,Apparel,T-Shirt,48,200,6452.0,5670.89
South,114,Electronics,Earbuds,39,44,4795.12,4034.6
North,129,Electronics,Charger,46,152,13181.44,11741.72
Central,103,Home,Mug,32,0,0.0,0.0
Central,126,Apparel,Jeans,10,81,4689.9,5379.77
East,126,Electronics,Earbuds,50,184,6106.96,5125.02
West,122,Apparel,Jacket,40,111,4425.57,3599.53
West,105,Apparel,Socks,10,49,3568.18,2808.61
South,126,Home,Lamp,31,112,10460.8,11657.89
East,130,Home,Towel,34,50,2963.0,3129.8
South,114,Electronics,Earbuds,5,90,7708.5,10613.8
North,122,Home,Mug,47,108,4707.72,5618.54
South,129,Home,Mug,37,140,803.6,1040.38
West,122,Electronics,Webcam,33,161,13992.51,16439.38
Central,119,Home,Mug,11,141,11284.23,13796.36
South,140,Apparel,T-Shirt,24,173,17806.89,22324.7
Central,114,Electronics,Charger,22,40,2727.2,2677.48
East,107,Apparel,Jacket,9,6,455.28,575.74
West,117,Home,Towel,24,133,14356.02,13564.82
East,140,Electronics,Earbuds,31,29,1254.25,1217.86
Central,116,Electronics,Charger,2,94,9118.0,6811.48
Central,100,Electronics,Speaker,18,85,3239.35,3390.06
West,101,Electronics,Webcam,5,49,1426.88,1734.67
South,119,Apparel,Jacket,15,56,650.72,575.68
North,109,Electronics,Webcam,36,141,15653.82,11939.39
West,112,Apparel,Jacket,3,191,11868.74,14375.96
North,140,Home,Mug,46,192,4922.88,3881.31
North,105,Home,Lamp,4,41,790.89,565.69
South,107,Electronics,Webcam,30,41,710.12,595.23
South,123,Home,Cushion,8,111,4707.51,4643.07
South,130,Home,Towel,2,172,14822.96,12192.92
South,122,Apparel,Jacket,41,188,15105.8,15285.12
North,128,Electronics,Charger,36,147,968.73,975.8
Central,140,Apparel,T-Shirt,22,169,8539.57,11616.8
Central,133,Apparel,T-Shirt,10,127,3191.51,3090.4
North,132,Electronics,Webcam,52,179,11493.59,8090.65
West,112,Home,Cushion,37,97,8609.72,8490.47
Central,139,Home,Towel,11,80,8634.4,7197.67
Central,100,Apparel,Socks,38,176,7485.28,8606.14
East,139,Electronics,Earbuds,22,40,2838.8,3072.2
North,131,Home,Lamp,49,11,243.54,300.22
West,118,Electronics,Charger,38,129,6984.06,9451.89
Central,108,Apparel,Jeans,7,96,3533.76,2754.86
West,116,Home,Mug,6,186,10531.32,10087.39
West,119,Apparel,T-Shirt,14,16,1284.0,1148.58
South,132,Home,Cushion,33,134,7246.72,7973.06
East,129,Electronics,Speaker,42,81,4142.34,5654.3
North,102,Home,Towel,48,37,3637.1,3297.46
Central,108,Electronics,Charger,23,163,16772.7,21813.45
Central,102,Home,Lamp,29,122,968.68,733.54
South,129,Apparel,T-Shirt,39,120,12690.0,9598.1
East,138,Home,Lamp,12,34,2692.8,3313.42
South,132,Electronics,Speaker,17,86,2054.54,2741.74
West,114,Apparel,Socks,17,66,7256.7,6203.09
East,104,Electronics,Charger,41,98,6496.42,8434.84
South,106,Home,Towel,27,120,11716.8,13795.32
West,114,Electronics,Webcam,42,118,7115.4,7620.7
East,110,Apparel,Socks,34,175,3284.75,3031.1
South,130,Apparel,Jacket,31,126,14152.32,15486.23
Central,131,Apparel,Jeans,49,150,6417.0,6031.75
East,124,Apparel,Jeans,8,35,2182.25,1959.29
West,136,Home,Cushion,36,45,1849.05,1331.44
West,107,Apparel,Socks,19,116,8977.24,9822.14
East,130,Electronics,Speaker,41,50,3373.5,4398.36
South,123,Electronics,Speaker,13,154,4142.6,3749.68
South,137,Electronics,Webcam,5,107,655.91,713.11
Central,132,Apparel,Socks,43,30,2748.6,2380.5
East,106,Apparel,Jeans,13,173,12416.21,14493.52
North,127,Home,Lamp,6,71,2910.29,3195.3
Central,126,Apparel,T-Shirt,23,181,13174.99,16824.99
Central,112,Apparel,T-Shirt,12,57,951.33,1286.63
Central,132,Home,Lamp,21,172,19976.08,19647.45
North,104,Electronics,Webcam,39,178,20975.52,16305.35
East,132,Electronics,Webcam,10,109,5111.01,5945.52
North,127,Apparel,T-Shirt,40,136,10900.4,8859.71
East,135,Electronics,Webcam,9,91,10073.7,9661.15
South,110,Electronics,Earbuds,11,38,842.84,937.22
South,119,Apparel,Jeans,33,145,10303.7,11254.99
West,134,Home,Mug,49,3,265.98,230.16
South,100,Apparel,Jacket,16,91,2982.07,2280.71
Central,124,Home,Towel,28,85,5081.3,3704.77
North,128,Electronics,Speaker,33,61,6784.42,7617.72
South,104,Apparel,Jacket,17,21,1974.21,2424.61
North,127,Home,Cushion,49,78,1055.34,1314.2
South,109,Home,Towel,12,78,4264.26,5765.54
Central,127,Apparel,Jeans,11,150,1533.0,1204.47
South,140,Electronics,Webcam,51,14,528.64,384.71
North,133,Apparel,T-Shirt,48,191,16699.13,17658.45
South,113,Apparel,Jacket,28,66,5348.64,4086.47
North,114,Home,Towel,43,101,1677.61,1653.4
East,123,Electronics,Earbuds,22,63,2243.43,2623.61
